@RELATION Model_Fear_gradientboosting_Actors_18
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE features71 NUMERIC
@ATTRIBUTE features72 NUMERIC
@ATTRIBUTE features73 NUMERIC
@ATTRIBUTE features74 NUMERIC
@ATTRIBUTE features75 NUMERIC
@ATTRIBUTE features76 NUMERIC
@ATTRIBUTE features77 NUMERIC
@ATTRIBUTE features78 NUMERIC
@ATTRIBUTE features79 NUMERIC
@ATTRIBUTE features80 NUMERIC
@ATTRIBUTE features81 NUMERIC
@ATTRIBUTE features82 NUMERIC
@ATTRIBUTE features83 NUMERIC
@ATTRIBUTE features84 NUMERIC
@ATTRIBUTE features85 NUMERIC
@ATTRIBUTE features86 NUMERIC
@ATTRIBUTE features87 NUMERIC
@ATTRIBUTE features88 NUMERIC
@ATTRIBUTE features89 NUMERIC
@ATTRIBUTE features90 NUMERIC
@ATTRIBUTE features91 NUMERIC
@ATTRIBUTE features92 NUMERIC
@ATTRIBUTE features93 NUMERIC
@ATTRIBUTE features94 NUMERIC
@ATTRIBUTE features95 NUMERIC
@ATTRIBUTE features96 NUMERIC
@ATTRIBUTE features97 NUMERIC
@ATTRIBUTE features98 NUMERIC
@ATTRIBUTE features99 NUMERIC
@ATTRIBUTE features100 NUMERIC
@ATTRIBUTE features101 NUMERIC
@ATTRIBUTE features102 NUMERIC
@ATTRIBUTE features103 NUMERIC
@ATTRIBUTE features104 NUMERIC
@ATTRIBUTE features105 NUMERIC
@ATTRIBUTE features106 NUMERIC
@ATTRIBUTE features107 NUMERIC
@ATTRIBUTE features108 NUMERIC
@ATTRIBUTE features109 NUMERIC
@ATTRIBUTE features110 NUMERIC
@ATTRIBUTE features111 NUMERIC
@ATTRIBUTE features112 NUMERIC
@ATTRIBUTE features113 NUMERIC
@ATTRIBUTE features114 NUMERIC
@ATTRIBUTE features115 NUMERIC
@ATTRIBUTE features116 NUMERIC
@ATTRIBUTE features117 NUMERIC
@ATTRIBUTE features118 NUMERIC
@ATTRIBUTE features119 NUMERIC
@ATTRIBUTE features120 NUMERIC
@ATTRIBUTE features121 NUMERIC
@ATTRIBUTE features122 NUMERIC
@ATTRIBUTE features123 NUMERIC
@ATTRIBUTE features124 NUMERIC
@ATTRIBUTE features125 NUMERIC
@ATTRIBUTE features126 NUMERIC
@ATTRIBUTE features127 NUMERIC
@ATTRIBUTE features128 NUMERIC
@ATTRIBUTE features129 NUMERIC
@ATTRIBUTE features130 NUMERIC
@ATTRIBUTE features131 NUMERIC
@ATTRIBUTE features132 NUMERIC
@ATTRIBUTE features133 NUMERIC
@ATTRIBUTE features134 NUMERIC
@ATTRIBUTE features135 NUMERIC
@ATTRIBUTE features136 NUMERIC
@ATTRIBUTE class {fear,other}

@DATA
0.077270,0.006313,2.906899,0.250141,0.227040,1.310445,0.005887,0.315875,-37.556128,1.179057,0.195208,-0.022697,-0.246473,-0.022630,0.294667,-0.045717,0.121236,-0.052104,-0.060431,0.053444,-0.049151,0.006975,0.003881,0.038167,0.006919,0.018762,0.007746,0.039258,0.004238,0.006908,0.008068,0.012088,0.009477,0.020842,0.002276,-0.000000,0.000388,0.009082,-0.000866,0.095623,-0.000097,0.016892,-0.318575,-0.007032,0.063971,0.039975,0.064697,0.019565,-0.001983,-0.022838,-0.108064,-0.067885,-0.009419,-0.007361,0.043872,-0.001480,-0.000648,0.007587,-0.000326,-0.000080,-0.000292,0.002072,0.000371,-0.001050,-0.000273,-0.002188,-0.002513,0.002043,0.034967,0.007890,0.273248,0.054969,0.032493,0.396067,0.003923,0.106246,2.993368,0.646392,0.574652,0.490748,0.412077,0.206496,0.301044,0.225212,0.264924,0.188542,0.170282,0.132097,0.164299,0.007338,0.004015,0.022691,0.007207,0.028391,0.007412,0.027829,0.004484,0.006114,0.007638,0.011557,0.014102,0.011816,0.034154,0.008283,0.340181,0.049218,0.028715,0.422976,0.004916,0.113089,2.530051,0.516672,0.439041,0.454472,0.412473,0.259130,0.310320,0.241431,0.270624,0.215658,0.194157,0.177474,0.170938,0.010405,0.005165,0.026744,0.008629,0.024506,0.009822,0.029756,0.005268,0.007228,0.009201,0.015119,0.018071,0.011186,fear
0.079452,0.009037,2.821154,0.253106,0.226800,1.159287,0.007745,0.322002,-34.043007,1.467250,-0.109738,0.017792,-0.149498,0.118992,0.070672,-0.173990,-0.046095,-0.152910,-0.068825,-0.050062,-0.072277,0.010142,0.005012,0.035448,0.007843,0.011658,0.011198,0.030698,0.002295,0.007089,0.017416,0.015280,0.007031,0.020516,-0.000690,-0.000000,0.001307,0.000582,0.000100,0.010849,0.000004,0.001895,-0.035922,-0.005333,0.002948,-0.001640,-0.001072,-0.004561,-0.001274,0.000341,-0.004372,-0.002029,0.001812,-0.003414,-0.001309,-0.000013,-0.000003,-0.000827,0.000058,-0.000129,0.000047,-0.000453,-0.000012,0.000009,-0.000119,0.000016,-0.000007,-0.000285,0.052969,0.010509,0.426700,0.081004,0.029380,0.666271,0.006386,0.196951,3.137312,0.673491,0.794199,0.560169,0.422543,0.377539,0.301344,0.292988,0.243804,0.311343,0.216364,0.273395,0.256386,0.014719,0.007113,0.030552,0.009528,0.015038,0.016801,0.027829,0.002333,0.014169,0.017266,0.015777,0.012344,0.011891,0.052984,0.008487,0.547288,0.057485,0.033247,0.618298,0.006052,0.146358,2.282903,0.714606,0.649128,0.471661,0.406194,0.375846,0.274381,0.307457,0.284819,0.331761,0.275671,0.288584,0.240591,0.018652,0.009678,0.034001,0.012603,0.021892,0.021990,0.030930,0.002715,0.017616,0.017504,0.020681,0.014941,0.013099,fear
0.055455,0.008622,2.523669,0.305712,0.251456,1.549211,0.041524,0.445229,-40.029144,1.271426,-0.032576,0.093320,-0.086683,-0.004052,0.124507,0.094168,-0.074144,-0.061257,-0.161014,-0.056088,-0.032488,0.009534,0.003982,0.041514,0.014383,0.011339,0.007195,0.041624,0.003547,0.005388,0.008360,0.011166,0.004024,0.019579,-0.000584,-0.000000,-0.068521,0.007834,0.004392,0.064451,-0.000007,0.019417,0.497561,0.008217,-0.018479,-0.013037,-0.001714,-0.008302,-0.005173,0.003154,-0.000443,-0.003219,0.007154,0.008532,0.005271,-0.000050,0.000160,-0.001222,0.000111,0.000161,0.000089,-0.003458,0.000055,0.000024,-0.000259,0.000215,0.000128,-0.001080,0.046926,0.012043,0.563011,0.097444,0.049280,0.923566,0.091027,0.252548,7.396716,0.608118,0.573029,0.333663,0.343797,0.257943,0.264574,0.268448,0.230462,0.243376,0.267576,0.209139,0.178598,0.011532,0.006137,0.038656,0.017553,0.010182,0.011961,0.036349,0.004294,0.006137,0.007155,0.011136,0.004748,0.015303,0.049065,0.010146,0.757426,0.092248,0.054322,0.889128,0.113312,0.230415,6.504480,0.586014,0.512072,0.382772,0.413212,0.306899,0.306952,0.331727,0.305318,0.254464,0.356513,0.243133,0.218557,0.016527,0.007893,0.050117,0.017891,0.011746,0.016359,0.046783,0.005680,0.008313,0.008612,0.013795,0.006670,0.018548,fear
0.085170,0.006464,2.838689,0.243548,0.203180,1.250114,0.043021,0.334330,-42.738856,0.960126,-0.245629,-0.171956,-0.196867,0.028717,0.079353,0.001437,-0.070959,-0.050756,-0.201559,-0.204810,-0.108250,0.012358,0.008053,0.022723,0.012202,0.009033,0.003691,0.036143,0.004865,0.004383,0.008771,0.010998,0.006476,0.019307,0.001055,-0.000000,-0.001475,0.005316,0.003623,0.040191,0.000004,0.010211,0.674473,0.015826,-0.004098,-0.003171,-0.007069,-0.000393,-0.002381,-0.001279,0.000118,-0.003666,-0.001859,0.001006,0.000386,0.000021,0.000116,-0.000262,0.000042,0.000034,0.000196,-0.002293,0.000057,0.000055,0.000133,0.000085,0.000050,-0.000646,0.062265,0.009723,0.516326,0.106753,0.058819,0.740602,0.093057,0.195935,9.421287,0.719371,0.769257,0.494941,0.414822,0.258783,0.224726,0.247030,0.238515,0.258397,0.202806,0.203669,0.247628,0.016562,0.012779,0.032017,0.018987,0.013060,0.003752,0.033325,0.008573,0.006171,0.011903,0.009593,0.009791,0.012333,0.048290,0.007867,0.643286,0.092294,0.053832,0.746820,0.141923,0.202638,6.779677,0.755544,0.616256,0.479768,0.441536,0.345709,0.303642,0.291495,0.300569,0.293903,0.285656,0.208016,0.240258,0.021817,0.010274,0.039626,0.023776,0.017820,0.005210,0.035582,0.008054,0.006389,0.014460,0.011004,0.013518,0.014501,fear
0.073897,0.009876,2.762956,0.257947,0.227024,1.299211,0.021929,0.322902,-36.306493,1.401707,0.082416,0.035834,-0.262670,-0.011824,0.233048,0.085055,0.006961,0.028652,-0.040153,0.019001,-0.057567,0.009010,0.005804,0.032657,0.006888,0.009746,0.011117,0.034318,0.002644,0.005758,0.011371,0.012660,0.006864,0.017157,-0.000470,-0.000000,0.013459,-0.007322,-0.005500,-0.041195,0.016840,-0.011939,-0.965914,-0.015504,-0.002559,-0.011251,-0.002168,-0.003898,0.000225,-0.002149,-0.001012,0.000185,0.000900,0.001372,-0.002139,-0.000147,-0.000052,-0.000427,-0.000121,-0.000068,-0.000061,0.002437,-0.000023,-0.000062,-0.000171,-0.000236,-0.000043,0.000633,0.050769,0.013507,0.493882,0.083990,0.045060,0.601116,0.063985,0.163330,6.291255,0.802216,0.691528,0.476487,0.497745,0.324282,0.293594,0.318860,0.258195,0.219551,0.243474,0.165389,0.215205,0.009475,0.006668,0.039530,0.008613,0.009535,0.012040,0.034659,0.003397,0.008269,0.011254,0.013382,0.008263,0.012773,0.042351,0.014525,0.557297,0.084715,0.040805,0.651558,0.064702,0.182385,5.054077,0.701235,0.612194,0.479041,0.478992,0.356398,0.305194,0.319091,0.281827,0.257746,0.300878,0.224544,0.246834,0.013655,0.009487,0.047164,0.011255,0.013406,0.016479,0.037489,0.003105,0.009379,0.011127,0.015044,0.011605,0.015536,fear
0.080596,0.006658,2.951633,0.224413,0.193722,1.175948,0.018290,0.302924,-41.761432,1.089640,-0.181807,-0.090291,-0.134185,0.007360,0.032403,-0.166619,-0.059027,-0.222690,-0.114727,-0.099100,-0.019973,0.010025,0.006646,0.018616,0.011462,0.016975,0.007936,0.035226,0.001815,0.006007,0.008950,0.011276,0.003427,0.019193,0.001205,-0.000000,-0.000456,0.005187,0.003690,0.035621,0.000002,0.008893,0.688843,0.019611,0.000293,-0.001813,-0.000504,-0.002424,-0.001283,-0.002077,-0.000649,-0.003055,-0.000028,-0.000648,-0.000907,0.000163,0.000046,0.000035,0.000072,0.000066,0.000040,-0.001713,0.000008,-0.000005,0.000073,0.000411,0.000023,-0.000456,0.056702,0.008928,0.399350,0.090650,0.049191,0.679220,0.059393,0.160285,8.963143,0.731007,0.660012,0.550897,0.340343,0.312863,0.256240,0.273472,0.202326,0.215476,0.236104,0.279563,0.209664,0.012047,0.009265,0.020172,0.013782,0.020055,0.012340,0.030991,0.002568,0.007811,0.008016,0.012962,0.003648,0.012863,0.043143,0.008227,0.542504,0.066861,0.037221,0.622581,0.084111,0.150703,4.765825,0.687330,0.531923,0.489012,0.353036,0.317746,0.250963,0.309514,0.271519,0.283742,0.254172,0.308985,0.245126,0.014235,0.011829,0.024993,0.015761,0.022033,0.017539,0.022871,0.003425,0.010440,0.010916,0.017296,0.005330,0.011746,fear
0.099651,0.010649,3.048748,0.192749,0.199798,0.893874,0.005985,0.165427,-31.001200,1.158644,-0.122891,-0.176182,-0.632465,-0.036043,-0.093361,-0.078631,0.009628,0.065322,0.048621,-0.184020,0.061332,0.008527,0.006997,0.011238,0.005576,0.007156,0.014958,0.027136,0.004642,0.013048,0.016226,0.011710,0.007808,0.013380,-0.001075,0.000000,-0.003576,-0.000948,-0.000309,-0.015268,0.000109,-0.001594,0.051930,0.017196,-0.019967,-0.000013,-0.004635,0.008202,0.004890,0.006690,0.006405,0.003757,-0.004139,0.001032,0.005714,0.000022,0.000007,0.000032,-0.000071,-0.000016,-0.000009,0.002176,0.000036,-0.000051,-0.000056,-0.000079,-0.000060,0.000564,0.046746,0.013443,0.352307,0.054251,0.023800,0.510838,0.003609,0.103961,2.132901,0.685011,0.833054,0.439723,0.459708,0.310415,0.295294,0.287225,0.264296,0.263075,0.220803,0.212668,0.201570,0.010602,0.008719,0.013108,0.003730,0.007180,0.021509,0.029987,0.006199,0.014218,0.020151,0.010055,0.007666,0.009796,0.046701,0.014096,0.482217,0.059197,0.030095,0.553993,0.004400,0.110023,2.284993,0.592345,0.597964,0.462967,0.481546,0.271300,0.277473,0.299257,0.277916,0.296697,0.294749,0.259779,0.234207,0.011379,0.012533,0.018581,0.005230,0.010551,0.024010,0.032799,0.008488,0.018112,0.028671,0.012954,0.009469,0.012516,fear
0.084697,0.014230,2.702885,0.297069,0.235437,1.670221,0.030252,0.452757,-35.744306,1.181242,-0.279507,-0.202544,-0.249922,-0.101647,-0.080484,-0.210606,-0.018552,-0.178617,-0.047501,-0.101242,-0.057508,0.010568,0.005648,0.016272,0.015876,0.015039,0.006252,0.017949,0.004770,0.006459,0.006199,0.011323,0.006743,0.013312,0.001828,0.000000,0.016858,0.000811,-0.000187,0.011384,0.000007,0.001354,0.008676,0.000948,0.001998,0.018928,0.009556,0.000947,-0.005422,-0.000249,-0.002070,-0.003100,-0.002699,0.002187,0.001248,-0.000136,-0.000093,0.000028,0.000368,0.000073,-0.000096,-0.000151,-0.000018,-0.000023,-0.000029,-0.000225,-0.000249,-0.000051,0.060683,0.015143,0.483516,0.089033,0.037427,0.628346,0.078608,0.168070,5.540478,0.617865,0.570125,0.455719,0.298561,0.313935,0.281475,0.246187,0.293722,0.309161,0.299177,0.282648,0.203214,0.011798,0.008580,0.016428,0.022267,0.022614,0.007367,0.021393,0.006723,0.007836,0.005765,0.014105,0.008066,0.009761,0.048867,0.015967,0.716834,0.082034,0.042142,0.658105,0.082991,0.158216,5.823811,0.700407,0.490669,0.445435,0.326905,0.331847,0.295517,0.246340,0.296989,0.323143,0.309787,0.281726,0.230788,0.012708,0.011137,0.021474,0.027386,0.024661,0.011351,0.030249,0.007757,0.010105,0.007646,0.015463,0.009992,0.010936,fear
0.067657,0.014593,2.745498,0.252898,0.238314,0.719438,0.006643,0.178413,-32.764919,1.644100,0.084890,0.048159,-0.091144,0.172494,0.252702,-0.067701,-0.037552,0.068491,-0.125661,0.047722,-0.055735,0.007546,0.006733,0.047586,0.010955,0.010451,0.007885,0.098808,0.004039,0.005395,0.005655,0.010281,0.004102,0.035899,-0.001767,-0.000000,-0.001911,0.001458,-0.000207,0.010824,-0.000002,0.007187,-0.043904,-0.030870,-0.004317,-0.001342,-0.011877,-0.008485,0.002279,0.005762,0.001941,0.000236,-0.007464,0.006653,0.006134,-0.000019,0.000015,-0.000819,-0.000027,-0.000029,-0.000007,-0.000436,-0.000013,-0.000011,0.000047,-0.000044,-0.000008,-0.000208,0.056921,0.018315,0.367922,0.074540,0.028625,0.569975,0.005601,0.178402,3.356874,0.775783,0.720959,0.494020,0.474908,0.244466,0.259712,0.261080,0.229228,0.190884,0.179079,0.167593,0.180174,0.008202,0.011832,0.040526,0.014585,0.009996,0.009989,0.057801,0.006075,0.007131,0.004715,0.009580,0.005953,0.018272,0.047651,0.015409,0.449276,0.049215,0.027496,0.629982,0.006536,0.208609,2.439814,0.643278,0.554714,0.457491,0.490591,0.268118,0.318916,0.244739,0.233311,0.228496,0.221721,0.205061,0.232154,0.010290,0.013476,0.049455,0.017142,0.013137,0.012077,0.075992,0.006962,0.008756,0.005702,0.012383,0.007479,0.021824,fear
0.099946,0.010203,3.019829,0.260491,0.213962,1.416823,0.031263,0.357515,-34.724165,0.826817,-0.256378,-0.222158,-0.064247,0.067505,-0.096881,-0.249515,-0.225576,-0.340725,-0.206540,-0.048571,0.000764,0.007912,0.001966,0.019365,0.017491,0.014202,0.012194,0.020445,0.002789,0.004143,0.006556,0.007434,0.003211,0.016158,0.001233,-0.000000,0.008182,-0.000459,0.000171,0.007447,-0.000000,0.000061,0.068920,0.002975,0.005575,0.007832,0.006007,0.002474,0.003479,-0.001934,-0.005392,-0.002780,-0.001016,0.000612,0.002400,0.000046,-0.000008,0.000000,0.000002,0.000075,0.000004,-0.000682,0.000014,-0.000003,0.000074,0.000078,0.000025,-0.000188,0.065803,0.016719,0.315929,0.094040,0.037841,0.698633,0.075856,0.191743,5.394926,0.766678,0.821154,0.597781,0.380240,0.380231,0.258416,0.294113,0.239121,0.305026,0.278259,0.281309,0.262602,0.012459,0.001660,0.026866,0.021935,0.023276,0.014772,0.024347,0.004193,0.007278,0.006939,0.008663,0.004881,0.012620,0.054022,0.014319,0.377776,0.095681,0.050853,0.658359,0.080381,0.176469,5.711909,0.611573,0.641957,0.470183,0.394402,0.370069,0.326615,0.324098,0.321882,0.335626,0.324431,0.329206,0.330074,0.014346,0.002249,0.033539,0.022947,0.024914,0.021023,0.030719,0.004450,0.009665,0.007391,0.011906,0.006367,0.009909,fear
0.060192,0.013254,2.997698,0.207794,0.196569,0.677525,0.069738,0.153125,-39.545885,1.477980,0.088248,-0.142326,-0.116630,0.301712,0.057878,0.067511,-0.034122,0.024547,-0.075746,-0.038934,-0.081169,0.008471,0.006466,0.019721,0.007362,0.012007,0.009969,0.073113,0.003985,0.003664,0.009591,0.019479,0.005106,0.027870,0.000427,0.000000,-0.000495,-0.000635,-0.000215,0.013992,0.000014,0.004083,0.090619,0.016254,0.006026,0.008126,0.007251,-0.003258,-0.001678,-0.002291,0.004631,0.005788,0.002699,-0.001893,-0.002218,0.000018,0.000020,0.000113,0.000024,0.000130,0.000006,-0.000788,0.000013,0.000012,0.000028,0.000060,0.000010,-0.000226,0.056494,0.017171,0.358859,0.110045,0.063048,0.676746,0.098903,0.176810,8.912367,0.730378,0.839112,0.481510,0.462730,0.318729,0.313097,0.248289,0.247297,0.227134,0.204786,0.205857,0.231064,0.013240,0.011571,0.025375,0.009610,0.016575,0.011102,0.040057,0.006831,0.005492,0.010343,0.029594,0.008207,0.011524,0.060788,0.015323,0.364600,0.105907,0.070292,0.714216,0.138050,0.194055,8.751135,0.681082,0.612103,0.483694,0.463389,0.332425,0.371456,0.288206,0.238382,0.247978,0.274480,0.240506,0.274250,0.019412,0.015400,0.029460,0.012363,0.022435,0.012256,0.038167,0.009263,0.007929,0.014150,0.035531,0.011461,0.013511,fear
0.047156,0.014976,2.825669,0.228150,0.251106,0.334337,0.017313,0.061450,-34.310511,2.128240,0.223366,0.150985,-0.026768,-0.104432,0.042450,-0.028603,0.055306,0.022893,0.022309,-0.114143,-0.097307,0.011408,0.001709,0.061173,0.012899,0.006792,0.006728,0.108961,0.000982,0.002312,0.007124,0.012359,0.005325,0.043585,0.000601,0.000000,0.005472,0.000322,0.000112,-0.000176,0.000046,-0.000009,0.001471,-0.006316,-0.012021,-0.011497,-0.012587,0.006190,0.001434,0.000702,0.004147,0.002984,0.002033,-0.000794,-0.002979,-0.000014,0.000023,-0.000999,-0.000003,-0.000021,-0.000005,0.000297,0.000003,-0.000006,-0.000010,-0.000101,-0.000008,-0.000094,0.048089,0.012423,0.274522,0.059850,0.029356,0.372132,0.017021,0.096677,2.809183,0.555164,0.679897,0.436353,0.334126,0.236942,0.251438,0.219208,0.257099,0.267643,0.249308,0.247334,0.246466,0.015817,0.002457,0.063130,0.019488,0.010891,0.012496,0.047869,0.001900,0.003126,0.012228,0.015651,0.011921,0.016561,0.051217,0.013848,0.394924,0.063398,0.026711,0.457819,0.020826,0.114971,1.917519,0.583411,0.533577,0.400343,0.370760,0.269978,0.267374,0.300906,0.315289,0.314848,0.310764,0.292400,0.273009,0.015618,0.003239,0.074075,0.025017,0.014274,0.016359,0.054602,0.002114,0.002991,0.013776,0.020520,0.012486,0.018136,fear
0.082368,0.009085,2.824755,0.264925,0.244561,1.003668,0.006394,0.240229,-33.131270,1.430578,0.540707,0.152850,-0.362080,0.162121,0.142036,0.003258,0.143244,-0.059081,0.037714,-0.054557,0.096989,0.007253,0.004586,0.031673,0.012230,0.016215,0.006327,0.123779,0.001348,0.003512,0.006342,0.018878,0.004435,0.041782,0.001881,-0.000000,0.009465,0.001130,-0.000364,0.019486,-0.000004,0.006385,-0.003565,-0.014922,-0.007273,-0.003453,0.003877,-0.001070,-0.000324,0.005616,-0.000887,-0.001811,0.002224,-0.002161,0.000943,0.000001,0.000014,0.000257,0.000052,0.000008,0.000005,-0.002685,0.000003,0.000012,0.000237,-0.000024,0.000017,-0.000748,0.056774,0.008146,0.297264,0.068984,0.031613,0.650364,0.005064,0.186835,2.824079,0.556802,0.452055,0.356164,0.369277,0.235203,0.247724,0.215031,0.192496,0.195346,0.171161,0.178441,0.167385,0.008634,0.009223,0.029672,0.015205,0.015226,0.008481,0.094601,0.001443,0.006220,0.007583,0.022130,0.007055,0.026707,0.062737,0.008570,0.438114,0.060742,0.026478,0.751629,0.006002,0.222495,2.026764,0.692219,0.420045,0.323388,0.378488,0.277493,0.303361,0.276840,0.221872,0.228002,0.215127,0.226676,0.231479,0.012116,0.012710,0.039831,0.018153,0.017827,0.011340,0.081869,0.001768,0.007990,0.010196,0.027983,0.010026,0.024544,fear
0.102434,0.013314,3.032846,0.203577,0.216163,0.762993,0.008458,0.150308,-32.696236,1.326488,-0.230914,-0.005723,-0.557866,0.357482,0.285452,-0.037940,0.122631,-0.129847,-0.145240,-0.263421,-0.087248,0.019789,0.005297,0.041070,0.008264,0.007388,0.006321,0.021120,0.003873,0.005737,0.009178,0.023000,0.010122,0.019566,-0.007182,0.000000,0.001350,-0.006971,-0.003291,-0.040721,0.000206,-0.005042,0.127899,-0.040412,0.008070,0.015188,-0.031087,-0.006269,0.056267,-0.009815,-0.004391,-0.012082,0.001986,-0.028739,0.009741,-0.000043,-0.000386,-0.000637,-0.000740,-0.000770,0.000028,-0.001191,0.000099,-0.000190,-0.001672,0.000094,-0.000184,-0.000357,0.058708,0.011884,0.290681,0.072588,0.033365,0.443861,0.007519,0.099333,2.335557,0.703847,0.689682,0.338759,0.344796,0.295022,0.227804,0.254737,0.210507,0.217569,0.207026,0.182870,0.199283,0.021866,0.006978,0.039054,0.009591,0.008279,0.007901,0.017950,0.004699,0.007874,0.010445,0.023678,0.011336,0.012304,0.047331,0.012353,0.331992,0.055412,0.026061,0.442018,0.008042,0.094139,1.485638,0.595754,0.544423,0.381664,0.345276,0.318495,0.227582,0.275166,0.238053,0.240889,0.246948,0.205708,0.235834,0.026909,0.010079,0.056425,0.010448,0.010878,0.010146,0.024347,0.006033,0.008888,0.013425,0.027932,0.012130,0.016959,fear
0.061576,0.008233,2.796551,0.236344,0.240313,0.502051,0.009848,0.098469,-34.525466,2.129117,0.183493,0.185878,0.000185,0.050844,0.185372,0.077668,0.012978,0.026400,-0.075548,0.017338,-0.092686,0.012302,0.004494,0.057549,0.007360,0.012048,0.006779,0.089936,0.002614,0.004468,0.008509,0.022545,0.005571,0.037741,0.000865,-0.000000,0.009282,0.002203,0.000348,0.002780,-0.000033,-0.000055,-0.037371,-0.018087,-0.001170,-0.008251,-0.006260,0.003479,0.003927,0.006724,0.000714,-0.000951,0.000748,0.003593,-0.000108,-0.000034,-0.000000,-0.000790,-0.000018,-0.000036,-0.000040,-0.001476,0.000000,-0.000001,-0.000016,-0.000147,-0.000001,-0.000458,0.058235,0.009633,0.285852,0.062544,0.030914,0.475696,0.007272,0.131028,3.198971,0.784103,0.733402,0.406478,0.419580,0.295908,0.232395,0.236865,0.267885,0.229135,0.190603,0.186443,0.216112,0.015614,0.009497,0.057653,0.009725,0.018732,0.008867,0.054520,0.006326,0.006608,0.010270,0.026431,0.007809,0.015642,0.053505,0.009342,0.369255,0.051660,0.022957,0.485568,0.007640,0.138072,1.872154,0.770355,0.622735,0.406262,0.449582,0.348766,0.273256,0.292892,0.323685,0.284139,0.244101,0.225745,0.223610,0.017486,0.012902,0.054236,0.013079,0.024813,0.011982,0.055541,0.008498,0.007095,0.014086,0.028043,0.009591,0.014586,fear
